user_id,text,label
U0001,I just don’t have energy anymore.,1
U0002,Why does everything feel pointless?,1
U0003,I feel so hopeless all the time.,1
U0004,Every morning feels like a struggle.,1
U0005,Enjoying life to the fullest.,0
U0006,Nothing makes me happy anymore.,1
U0007,Every morning feels like a struggle.,1
U0008,Nothing makes me happy anymore.,1
U0009,Got promoted at work today!,0
U0010,Excited for what the future holds.,0
U0011,Why does everything feel pointless?,1
U0012,I cry almost every night.,1
U0013,Every morning feels like a struggle.,1
U0014,Enjoying life to the fullest.,0
U0015,I can't focus and feel sad most days.,1
U0016,Excited for what the future holds.,0
U0017,I feel so hopeless all the time.,1
U0018,I’m thankful for everything I have.,0
U0019,Excited for what the future holds.,0
U0020,Nothing makes me happy anymore.,1
U0021,Life is beautiful and full of hope.,0
U0022,Every morning feels like a struggle.,1
U0023,I just don’t have energy anymore.,1
U0024,Got promoted at work today!,0
U0025,I can't focus and feel sad most days.,1
U0026,Life is beautiful and full of hope.,0
U0027,Life is beautiful and full of hope.,0
U0028,Just completed my project!,0
U0029,Had an amazing day today!,0
U0030,I’m thankful for everything I have.,0
U0031,Enjoying life to the fullest.,0
U0032,I'm losing interest in everything.,1
U0033,I feel so hopeless all the time.,1
U0034,I feel so alone and empty.,1
U0035,I cry almost every night.,1
U0036,Just completed my project!,0
U0037,Had an amazing day today!,0
U0038,Why does everything feel pointless?,1
U0039,I feel so alone and empty.,1
U0040,Life is beautiful and full of hope.,0
U0041,Life is beautiful and full of hope.,0
U0042,I feel so alone and empty.,1
U0043,Nothing makes me happy anymore.,1
U0044,Life is beautiful and full of hope.,0
U0045,Excited for what the future holds.,0
U0046,Life feels like a burden.,1
U0047,I love spending time with my family.,0
U0048,I feel so alone and empty.,1
U0049,Why does everything feel pointless?,1
U0050,Excited for what the future holds.,0
U0051,Nothing makes me happy anymore.,1
U0052,I can't focus and feel sad most days.,1
U0053,I feel so hopeless all the time.,1
U0054,I'm losing interest in everything.,1
U0055,Why does everything feel pointless?,1
U0056,I’m thankful for everything I have.,0
U0057,Every morning feels like a struggle.,1
U0058,I love spending time with my family.,0
U0059,Nothing makes me happy anymore.,1
U0060,Life is beautiful and full of hope.,0
U0061,Excited for what the future holds.,0
U0062,I cry almost every night.,1
U0063,Grateful for the little things.,0
U0064,I’m thankful for everything I have.,0
U0065,Nothing makes me happy anymore.,1
U0066,Every morning feels like a struggle.,1
U0067,Got promoted at work today!,0
U0068,I feel so hopeless all the time.,1
U0069,Why does everything feel pointless?,1
U0070,I feel so hopeless all the time.,1
U0071,I'm losing interest in everything.,1
U0072,Life feels like a burden.,1
U0073,I'm losing interest in everything.,1
U0074,Why does everything feel pointless?,1
U0075,Excited for what the future holds.,0
U0076,Every morning feels like a struggle.,1
U0077,I’m thankful for everything I have.,0
U0078,Got promoted at work today!,0
U0079,Just completed my project!,0
U0080,I'm losing interest in everything.,1
U0081,Life is beautiful and full of hope.,0
U0082,I cry almost every night.,1
U0083,Had an amazing day today!,0
U0084,Enjoying life to the fullest.,0
U0085,Enjoying life to the fullest.,0
U0086,I feel so alone and empty.,1
U0087,I love spending time with my family.,0
U0088,Life feels like a burden.,1
U0089,Excited for what the future holds.,0
U0090,Enjoying life to the fullest.,0
U0091,Every morning feels like a struggle.,1
U0092,I'm losing interest in everything.,1
U0093,I feel so alone and empty.,1
U0094,Life is beautiful and full of hope.,0
U0095,I cry almost every night.,1
U0096,I just don’t have energy anymore.,1
U0097,I just don’t have energy anymore.,1
U0098,Why does everything feel pointless?,1
U0099,Grateful for the little things.,0
U0100,Why does everything feel pointless?,1
U0101,Just completed my project!,0
U0102,I just don’t have energy anymore.,1
U0103,I feel so alone and empty.,1
U0104,Had an amazing day today!,0
U0105,Life is beautiful and full of hope.,0
U0106,Excited for what the future holds.,0
U0107,I'm losing interest in everything.,1
U0108,I can't focus and feel sad most days.,1
U0109,I’m thankful for everything I have.,0
U0110,I'm losing interest in everything.,1
U0111,Just completed my project!,0
U0112,Grateful for the little things.,0
U0113,Why does everything feel pointless?,1
U0114,I love spending time with my family.,0
U0115,I cry almost every night.,1
U0116,I feel so hopeless all the time.,1
U0117,Got promoted at work today!,0
U0118,Enjoying life to the fullest.,0
U0119,Nothing makes me happy anymore.,1
U0120,I feel so alone and empty.,1
U0121,Had an amazing day today!,0
U0122,I'm losing interest in everything.,1
U0123,I'm losing interest in everything.,1
U0124,I’m thankful for everything I have.,0
U0125,I’m thankful for everything I have.,0
U0126,Had an amazing day today!,0
U0127,I’m thankful for everything I have.,0
U0128,Grateful for the little things.,0
U0129,I feel so hopeless all the time.,1
U0130,I just don’t have energy anymore.,1
U0131,Life feels like a burden.,1
U0132,Every morning feels like a struggle.,1
U0133,I'm losing interest in everything.,1
U0134,Why does everything feel pointless?,1
U0135,I’m thankful for everything I have.,0
U0136,I feel so alone and empty.,1
U0137,Why does everything feel pointless?,1
U0138,I'm losing interest in everything.,1
U0139,I can't focus and feel sad most days.,1
U0140,Got promoted at work today!,0
U0141,Enjoying life to the fullest.,0
U0142,Life feels like a burden.,1
U0143,I cry almost every night.,1
U0144,Feeling energetic and motivated.,0
U0145,I feel so alone and empty.,1
U0146,I love spending time with my family.,0
U0147,Feeling energetic and motivated.,0
U0148,I’m thankful for everything I have.,0
U0149,Just completed my project!,0
U0150,Had an amazing day today!,0
U0151,Every morning feels like a struggle.,1
U0152,Life feels like a burden.,1
U0153,Nothing makes me happy anymore.,1
U0154,Feeling energetic and motivated.,0
U0155,I just don’t have energy anymore.,1
U0156,Every morning feels like a struggle.,1
U0157,I cry almost every night.,1
U0158,Grateful for the little things.,0
U0159,Excited for what the future holds.,0
U0160,Grateful for the little things.,0
U0161,Just completed my project!,0
U0162,Life is beautiful and full of hope.,0
U0163,Feeling energetic and motivated.,0
U0164,Every morning feels like a struggle.,1
U0165,Feeling energetic and motivated.,0
U0166,I'm losing interest in everything.,1
U0167,Why does everything feel pointless?,1
U0168,Every morning feels like a struggle.,1
U0169,I just don’t have energy anymore.,1
U0170,Just completed my project!,0
U0171,Life feels like a burden.,1
U0172,I just don’t have energy anymore.,1
U0173,Every morning feels like a struggle.,1
U0174,I can't focus and feel sad most days.,1
U0175,I just don’t have energy anymore.,1
U0176,I’m thankful for everything I have.,0
U0177,Feeling energetic and motivated.,0
U0178,Every morning feels like a struggle.,1
U0179,Grateful for the little things.,0
U0180,I'm losing interest in everything.,1
U0181,I'm losing interest in everything.,1
U0182,Life feels like a burden.,1
U0183,I love spending time with my family.,0
U0184,I can't focus and feel sad most days.,1
U0185,I love spending time with my family.,0
U0186,I love spending time with my family.,0
U0187,I can't focus and feel sad most days.,1
U0188,Grateful for the little things.,0
U0189,I feel so alone and empty.,1
U0190,I’m thankful for everything I have.,0
U0191,I can't focus and feel sad most days.,1
U0192,Got promoted at work today!,0
U0193,I’m thankful for everything I have.,0
U0194,Got promoted at work today!,0
U0195,I love spending time with my family.,0
U0196,I can't focus and feel sad most days.,1
U0197,Just completed my project!,0
U0198,I feel so alone and empty.,1
U0199,Every morning feels like a struggle.,1
U0200,I’m thankful for everything I have.,0
U0201,Why does everything feel pointless?,1
U0202,I just don’t have energy anymore.,1
U0203,Feeling energetic and motivated.,0
U0204,Every morning feels like a struggle.,1
U0205,Enjoying life to the fullest.,0
U0206,Excited for what the future holds.,0
U0207,Grateful for the little things.,0
U0208,I cry almost every night.,1
U0209,I just don’t have energy anymore.,1
U0210,Life feels like a burden.,1
U0211,Had an amazing day today!,0
U0212,I feel so alone and empty.,1
U0213,Enjoying life to the fullest.,0
U0214,Enjoying life to the fullest.,0
U0215,I just don’t have energy anymore.,1
U0216,Life feels like a burden.,1
U0217,Had an amazing day today!,0
U0218,Every morning feels like a struggle.,1
U0219,I can't focus and feel sad most days.,1
U0220,Enjoying life to the fullest.,0
U0221,I’m thankful for everything I have.,0
U0222,Grateful for the little things.,0
U0223,I'm losing interest in everything.,1
U0224,Had an amazing day today!,0
U0225,Why does everything feel pointless?,1
U0226,Life feels like a burden.,1
U0227,Why does everything feel pointless?,1
U0228,Just completed my project!,0
U0229,I'm losing interest in everything.,1
U0230,I can't focus and feel sad most days.,1
U0231,Had an amazing day today!,0
U0232,Life feels like a burden.,1
U0233,I feel so alone and empty.,1
U0234,I feel so alone and empty.,1
U0235,Life is beautiful and full of hope.,0
U0236,I feel so alone and empty.,1
U0237,I can't focus and feel sad most days.,1
U0238,Had an amazing day today!,0
U0239,Excited for what the future holds.,0
U0240,Got promoted at work today!,0
U0241,I'm losing interest in everything.,1
U0242,Enjoying life to the fullest.,0
U0243,Nothing makes me happy anymore.,1
U0244,Grateful for the little things.,0
U0245,I'm losing interest in everything.,1
U0246,Just completed my project!,0
U0247,Life is beautiful and full of hope.,0
U0248,Feeling energetic and motivated.,0
U0249,Had an amazing day today!,0
U0250,I just don’t have energy anymore.,1
U0251,I’m thankful for everything I have.,0
U0252,Enjoying life to the fullest.,0
U0253,Feeling energetic and motivated.,0
U0254,I’m thankful for everything I have.,0
U0255,I can't focus and feel sad most days.,1
U0256,Life feels like a burden.,1
U0257,I just don’t have energy anymore.,1
U0258,Life is beautiful and full of hope.,0
U0259,Enjoying life to the fullest.,0
U0260,Just completed my project!,0
U0261,Why does everything feel pointless?,1
U0262,Excited for what the future holds.,0
U0263,I feel so alone and empty.,1
U0264,I cry almost every night.,1
U0265,I'm losing interest in everything.,1
U0266,Nothing makes me happy anymore.,1
U0267,Nothing makes me happy anymore.,1
U0268,Why does everything feel pointless?,1
U0269,I love spending time with my family.,0
U0270,I feel so hopeless all the time.,1
U0271,I cry almost every night.,1
U0272,I can't focus and feel sad most days.,1
U0273,Why does everything feel pointless?,1
U0274,Had an amazing day today!,0
U0275,Every morning feels like a struggle.,1
U0276,I just don’t have energy anymore.,1
U0277,Just completed my project!,0
U0278,Just completed my project!,0
U0279,I'm losing interest in everything.,1
U0280,Why does everything feel pointless?,1
U0281,I just don’t have energy anymore.,1
U0282,I just don’t have energy anymore.,1
U0283,Excited for what the future holds.,0
U0284,Just completed my project!,0
U0285,Why does everything feel pointless?,1
U0286,Nothing makes me happy anymore.,1
U0287,I feel so hopeless all the time.,1
U0288,I can't focus and feel sad most days.,1
U0289,I cry almost every night.,1
U0290,Feeling energetic and motivated.,0
U0291,Enjoying life to the fullest.,0
U0292,Grateful for the little things.,0
U0293,I feel so hopeless all the time.,1
U0294,Grateful for the little things.,0
U0295,Life is beautiful and full of hope.,0
U0296,I cry almost every night.,1
U0297,Every morning feels like a struggle.,1
U0298,Got promoted at work today!,0
U0299,Grateful for the little things.,0
U0300,I love spending time with my family.,0
U0301,Excited for what the future holds.,0
U0302,I feel so alone and empty.,1
U0303,I feel so alone and empty.,1
U0304,I love spending time with my family.,0
U0305,I can't focus and feel sad most days.,1
U0306,I’m thankful for everything I have.,0
U0307,I feel so hopeless all the time.,1
U0308,Just completed my project!,0
U0309,I love spending time with my family.,0
U0310,Just completed my project!,0
U0311,Feeling energetic and motivated.,0
U0312,Nothing makes me happy anymore.,1
U0313,I feel so alone and empty.,1
U0314,Feeling energetic and motivated.,0
U0315,Life is beautiful and full of hope.,0
U0316,Life is beautiful and full of hope.,0
U0317,I love spending time with my family.,0
U0318,Feeling energetic and motivated.,0
U0319,I just don’t have energy anymore.,1
U0320,Nothing makes me happy anymore.,1
U0321,Got promoted at work today!,0
U0322,Excited for what the future holds.,0
U0323,Enjoying life to the fullest.,0
U0324,Excited for what the future holds.,0
U0325,Had an amazing day today!,0
U0326,Life feels like a burden.,1
U0327,Nothing makes me happy anymore.,1
U0328,I love spending time with my family.,0
U0329,Excited for what the future holds.,0
U0330,I feel so hopeless all the time.,1
U0331,I’m thankful for everything I have.,0
U0332,I can't focus and feel sad most days.,1
U0333,Excited for what the future holds.,0
U0334,Every morning feels like a struggle.,1
U0335,I feel so alone and empty.,1
U0336,Enjoying life to the fullest.,0
U0337,I cry almost every night.,1
U0338,I'm losing interest in everything.,1
U0339,I'm losing interest in everything.,1
U0340,Enjoying life to the fullest.,0
U0341,Why does everything feel pointless?,1
U0342,I feel so hopeless all the time.,1
U0343,Got promoted at work today!,0
U0344,I cry almost every night.,1
U0345,I cry almost every night.,1
U0346,Excited for what the future holds.,0
U0347,Why does everything feel pointless?,1
U0348,Enjoying life to the fullest.,0
U0349,I feel so alone and empty.,1
U0350,I feel so alone and empty.,1
U0351,Excited for what the future holds.,0
U0352,I feel so hopeless all the time.,1
U0353,I cry almost every night.,1
U0354,Just completed my project!,0
U0355,Feeling energetic and motivated.,0
U0356,Had an amazing day today!,0
U0357,I feel so alone and empty.,1
U0358,I can't focus and feel sad most days.,1
U0359,I feel so hopeless all the time.,1
U0360,I feel so hopeless all the time.,1
U0361,Every morning feels like a struggle.,1
U0362,I’m thankful for everything I have.,0
U0363,I cry almost every night.,1
U0364,Got promoted at work today!,0
U0365,Nothing makes me happy anymore.,1
U0366,I'm losing interest in everything.,1
U0367,Why does everything feel pointless?,1
U0368,I love spending time with my family.,0
U0369,Got promoted at work today!,0
U0370,Enjoying life to the fullest.,0
U0371,Had an amazing day today!,0
U0372,Excited for what the future holds.,0
U0373,Why does everything feel pointless?,1
U0374,I cry almost every night.,1
U0375,Just completed my project!,0
U0376,Why does everything feel pointless?,1
U0377,Enjoying life to the fullest.,0
U0378,Why does everything feel pointless?,1
U0379,Nothing makes me happy anymore.,1
U0380,I cry almost every night.,1
U0381,I can't focus and feel sad most days.,1
U0382,Why does everything feel pointless?,1
U0383,I feel so hopeless all the time.,1
U0384,Feeling energetic and motivated.,0
U0385,I feel so hopeless all the time.,1
U0386,I love spending time with my family.,0
U0387,I can't focus and feel sad most days.,1
U0388,Feeling energetic and motivated.,0
U0389,Feeling energetic and motivated.,0
U0390,Just completed my project!,0
U0391,Just completed my project!,0
U0392,Why does everything feel pointless?,1
U0393,Life is beautiful and full of hope.,0
U0394,Life feels like a burden.,1
U0395,Got promoted at work today!,0
U0396,Excited for what the future holds.,0
U0397,Excited for what the future holds.,0
U0398,Life is beautiful and full of hope.,0
U0399,Life feels like a burden.,1
U0400,Excited for what the future holds.,0
U0401,Feeling energetic and motivated.,0
U0402,Excited for what the future holds.,0
U0403,I feel so alone and empty.,1
U0404,I cry almost every night.,1
U0405,I love spending time with my family.,0
U0406,Why does everything feel pointless?,1
U0407,I feel so alone and empty.,1
U0408,Life feels like a burden.,1
U0409,Life feels like a burden.,1
U0410,Life feels like a burden.,1
U0411,I'm losing interest in everything.,1
U0412,Got promoted at work today!,0
U0413,I’m thankful for everything I have.,0
U0414,I cry almost every night.,1
U0415,I just don’t have energy anymore.,1
U0416,Enjoying life to the fullest.,0
U0417,Had an amazing day today!,0
U0418,Had an amazing day today!,0
U0419,I feel so alone and empty.,1
U0420,Just completed my project!,0
U0421,I feel so hopeless all the time.,1
U0422,I can't focus and feel sad most days.,1
U0423,I cry almost every night.,1
U0424,I feel so alone and empty.,1
U0425,I’m thankful for everything I have.,0
U0426,Feeling energetic and motivated.,0
U0427,Got promoted at work today!,0
U0428,I feel so hopeless all the time.,1
U0429,I just don’t have energy anymore.,1
U0430,Life is beautiful and full of hope.,0
U0431,Life is beautiful and full of hope.,0
U0432,Life feels like a burden.,1
U0433,Just completed my project!,0
U0434,I cry almost every night.,1
U0435,Every morning feels like a struggle.,1
U0436,Excited for what the future holds.,0
U0437,Just completed my project!,0
U0438,Grateful for the little things.,0
U0439,Every morning feels like a struggle.,1
U0440,Life is beautiful and full of hope.,0
U0441,Got promoted at work today!,0
U0442,I cry almost every night.,1
U0443,I just don’t have energy anymore.,1
U0444,I just don’t have energy anymore.,1
U0445,Enjoying life to the fullest.,0
U0446,Grateful for the little things.,0
U0447,Got promoted at work today!,0
U0448,I love spending time with my family.,0
U0449,I feel so hopeless all the time.,1
U0450,I feel so alone and empty.,1
U0451,Nothing makes me happy anymore.,1
U0452,I feel so hopeless all the time.,1
U0453,Nothing makes me happy anymore.,1
U0454,I'm losing interest in everything.,1
U0455,Every morning feels like a struggle.,1
U0456,I can't focus and feel sad most days.,1
U0457,I cry almost every night.,1
U0458,Excited for what the future holds.,0
U0459,Excited for what the future holds.,0
U0460,Excited for what the future holds.,0
U0461,Grateful for the little things.,0
U0462,Life is beautiful and full of hope.,0
U0463,Every morning feels like a struggle.,1
U0464,Every morning feels like a struggle.,1
U0465,I'm losing interest in everything.,1
U0466,Life feels like a burden.,1
U0467,Every morning feels like a struggle.,1
U0468,Life feels like a burden.,1
U0469,Life is beautiful and full of hope.,0
U0470,Just completed my project!,0
U0471,I just don’t have energy anymore.,1
U0472,Grateful for the little things.,0
U0473,I can't focus and feel sad most days.,1
U0474,Life is beautiful and full of hope.,0
U0475,Got promoted at work today!,0
U0476,I just don’t have energy anymore.,1
U0477,I'm losing interest in everything.,1
U0478,Just completed my project!,0
U0479,Nothing makes me happy anymore.,1
U0480,Why does everything feel pointless?,1
U0481,Every morning feels like a struggle.,1
U0482,I love spending time with my family.,0
U0483,Got promoted at work today!,0
U0484,I'm losing interest in everything.,1
U0485,Life is beautiful and full of hope.,0
U0486,Feeling energetic and motivated.,0
U0487,I feel so alone and empty.,1
U0488,Every morning feels like a struggle.,1
U0489,I feel so hopeless all the time.,1
U0490,Life is beautiful and full of hope.,0
U0491,Every morning feels like a struggle.,1
U0492,Had an amazing day today!,0
U0493,I cry almost every night.,1
U0494,Grateful for the little things.,0
U0495,Got promoted at work today!,0
U0496,Every morning feels like a struggle.,1
U0497,Feeling energetic and motivated.,0
U0498,Life feels like a burden.,1
U0499,I’m thankful for everything I have.,0
U0500,Got promoted at work today!,0
U0501,I love spending time with my family.,0
